Price,Year,Kilometer,Engine,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Fuel Type,Transmission,Owner,Seller Type,Drivetrain,PriceRange
21492.0,2017.0,96095.0,2999.0,4825.0,1860.0,1840.0,7.0,65.0,Diesel,Automatic,First,Individual,RWD,2
9300.0,2018.0,39000.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,Second,Individual,FWD,1
34200.0,2017.0,58000.0,1798.0,4933.0,1874.0,1455.0,5.0,75.0,Petrol,Automatic,First,Individual,FWD,3
14280.0,2018.0,76000.0,1582.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Automatic,First,Individual,FWD,1
3588.0,2013.0,64983.0,1399.0,3795.0,1680.0,1427.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
5100.0,2012.0,70000.0,1582.0,4370.0,1700.0,1475.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,1
6600.0,2015.0,33000.0,1197.0,3985.0,1734.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
13020.0,2018.0,8922.0,1198.0,3994.0,1811.0,1607.0,5.0,44.0,Petrol,Automatic,First,Individual,FWD,1
6300.0,2019.0,32000.0,1199.0,3793.0,1665.0,1587.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
4020.0,2008.0,140987.0,2987.0,4818.0,1822.0,1420.0,5.0,80.0,Diesel,Automatic,Second,Individual,RWD,3
6600.0,2018.0,50000.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
3900.0,2010.0,56000.0,1497.0,4420.0,1695.0,1480.0,5.0,42.0,Petrol,Automatic,First,Individual,FWD,1
9000.0,2014.0,126000.0,2494.0,4585.0,1760.0,1760.0,7.0,55.0,Diesel,Manual,First,Individual,RWD,2
22500.0,2021.0,28000.0,1956.0,4661.0,1894.0,1786.0,7.0,50.0,Diesel,Manual,First,Individual,FWD,1
12600.0,2017.0,29386.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Automatic,Second,Individual,FWD,1
23879.988,2022.0,5800.0,1493.0,4300.0,1790.0,1635.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,1
10200.0,2019.0,72000.0,1248.0,4296.0,1695.0,1685.0,7.0,45.0,Diesel,Manual,First,Individual,FWD,1
7200.0,2014.0,83000.0,2179.0,4430.0,1817.0,1975.0,8.0,60.0,Diesel,Manual,Second,Individual,RWD,1
21000.0,2015.0,99000.0,2143.0,4417.0,1804.0,1494.0,5.0,50.0,Diesel,Automatic,Second,Individual,FWD,3
9900.0,2019.0,9644.0,1197.0,3995.0,1735.0,1515.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,1
34800.0,2018.0,35000.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,First,Individual,AWD,3
17400.0,2022.0,5000.0,1687.2,3993.0,1811.0,1606.0,5.0,52.8,Otro,Automatic,First,Individual,FWD,1
4092.0,2016.0,49000.0,1198.0,3610.0,1680.0,1500.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
12888.0,2017.0,50050.0,1591.0,4270.0,1780.0,1630.0,5.0,60.0,Petrol,Automatic,First,Individual,FWD,1
4500.0,2018.0,14000.0,999.0,3679.0,1579.0,1478.0,5.0,28.0,Petrol,Manual,First,Individual,FWD,1
6180.0,2022.0,3395.0,1086.0,3610.0,1645.0,1560.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
6828.0,2018.0,57847.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
15600.0,2012.0,64800.0,1796.0,4596.0,1770.0,1447.0,5.0,66.0,Petrol,Automatic,First,Individual,RWD,3
3360.0,2013.0,99000.0,1461.0,4315.0,1822.0,1695.0,5.0,50.0,Diesel,Manual,Second,Individual,FWD,1
13140.0,2018.0,50000.0,2179.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Manual,First,Individual,FWD,1
4800.0,2015.0,41273.0,1495.0,4250.0,1670.0,1370.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
11880.0,2019.0,21894.0,1462.0,4395.0,1735.0,1690.0,7.0,45.0,Petrol,Automatic,First,Individual,FWD,1
43200.0,2018.0,7800.0,2755.0,4795.0,1855.0,1835.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,2
10800.0,2018.0,55000.0,1598.0,4413.0,1699.0,1466.0,5.0,55.0,Petrol,Automatic,Second,Individual,FWD,2
9300.0,2021.0,24000.0,1197.0,3845.0,1735.0,1530.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,1
6000.0,2016.0,54440.0,1199.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
4140.0,2017.0,72019.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,1
7140.0,2016.0,26357.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
7740.0,2013.0,76000.0,2494.0,4555.0,1770.0,1755.0,7.0,55.0,Diesel,Manual,Second,Individual,FWD,2
33588.0,2017.0,72400.0,1968.0,4726.0,1842.0,1427.0,5.0,54.0,Diesel,Automatic,First,Individual,FWD,3
20400.0,2022.0,9000.0,1493.0,4300.0,1790.0,1635.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,1
16800.0,2020.0,94182.0,1968.0,4670.0,1814.0,1476.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,2
9612.0,2018.0,30000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,1
18300.0,2015.0,49000.0,1968.0,4701.0,1826.0,1427.0,5.0,63.0,Diesel,Automatic,First,Individual,FWD,3
4680.0,2015.0,49123.0,1197.0,3585.0,1595.0,1550.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
3588.0,2016.0,26000.0,999.0,3679.0,1579.0,1478.0,5.0,28.0,Petrol,Manual,First,Individual,FWD,1
32184.0,2015.0,76345.0,2997.0,4804.0,2141.0,1796.0,5.0,70.0,Diesel,Automatic,First,Individual,AWD,3
10620.0,2016.0,57983.0,1591.0,4270.0,1780.0,1630.0,5.0,60.0,Petrol,Manual,First,Individual,FWD,1
14388.0,2012.0,12749.0,2982.0,4705.0,1840.0,1850.0,7.0,80.0,Diesel,Manual,First,Individual,AWD,2
37200.0,2019.0,17000.0,2143.0,4630.0,1777.0,1432.0,5.0,56.0,Diesel,Automatic,First,Individual,FWD,3
9300.0,2019.0,80849.0,1248.0,3840.0,1735.0,1530.0,5.0,37.0,Diesel,Manual,First,Individual,FWD,1
11400.0,2020.0,39000.0,1498.0,3995.0,1695.0,1501.0,5.0,35.0,Diesel,Automatic,First,Individual,FWD,1
17820.0,2020.0,10000.0,1616.0,3993.0,1811.0,1606.0,5.0,50.4,Otro,Automatic,First,Individual,FWD,1
9600.0,2017.0,112000.0,1997.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Manual,First,Individual,FWD,1
6119.988,2019.0,40000.0,1196.0,3675.0,1475.0,1800.0,7.0,40.0,Petrol,Manual,First,Individual,RWD,1
19500.0,2021.0,16000.0,1353.0,4315.0,1800.0,1645.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,2
7500.0,2016.0,68000.0,1197.0,3971.0,1682.0,1469.0,5.0,45.0,Petrol,Automatic,First,Individual,FWD,1
13200.0,2018.0,65954.0,1582.0,4270.0,1780.0,1665.0,5.0,55.0,Diesel,Manual,First,Individual,FWD,1
20520.0,2020.0,12400.0,1956.0,4655.0,1835.0,1760.0,5.0,60.0,Diesel,Manual,First,Individual,FWD,2
15588.0,2018.0,50000.0,1591.0,4270.0,1780.0,1630.0,5.0,60.0,Petrol,Automatic,First,Individual,FWD,1
8100.0,2021.0,15000.0,998.0,3655.0,1620.0,1675.0,5.0,60.0,Otro,Manual,First,Individual,FWD,1
12840.0,2021.0,8800.0,998.0,3995.0,1770.0,1605.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
14400.0,2019.0,27657.0,1582.0,4270.0,1780.0,1665.0,5.0,55.0,Diesel,Automatic,Second,Individual,FWD,1
7140.0,2014.0,65123.0,1582.0,4370.0,1700.0,1475.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,1
6119.988,2019.0,30858.0,1086.0,3610.0,1645.0,1560.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
5940.0,2016.0,53376.0,1198.0,3675.0,1715.0,1655.0,6.0,35.0,Diesel,Manual,First,Individual,FWD,1
6420.0,2016.0,58339.0,1396.0,3985.0,1734.0,1505.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
9720.0,2012.0,47531.0,2179.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Manual,First,Individual,AWD,1
21479.988,2018.0,46000.0,1999.0,4475.0,1850.0,1660.0,5.0,62.0,Petrol,Automatic,First,Individual,FWD,1
4200.0,2014.0,111000.0,1199.0,3970.0,1682.0,1453.0,5.0,45.0,Diesel,Manual,Second,Individual,FWD,1
29400.0,2017.0,25000.0,2143.0,4417.0,1804.0,1494.0,5.0,50.0,Diesel,Automatic,Second,Individual,FWD,3
10680.0,2020.0,23500.0,1498.0,4360.0,1822.0,1695.0,5.0,50.0,Petrol,Manual,First,Individual,FWD,1
6780.0,2020.0,47000.0,998.0,3695.0,1600.0,1560.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
4740.0,2017.0,46992.0,1199.0,3746.0,1647.0,1535.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
4440.0,2013.0,41000.0,1197.0,3585.0,1595.0,1550.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,1
14160.0,2019.0,38000.0,1591.0,4370.0,1700.0,1475.0,5.0,43.0,Petrol,Automatic,First,Individual,FWD,1
35400.0,2020.0,72000.0,2199.0,5115.0,1985.0,1755.0,7.0,60.0,Diesel,Automatic,First,Individual,FWD,2
7080.0,2015.0,75258.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,1
4200.0,2013.0,34000.0,1197.0,3775.0,1695.0,1510.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,2
8532.0,2018.0,67900.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,1
22200.0,2016.0,37600.0,2143.0,4299.0,1780.0,1433.0,4.0,50.0,Diesel,Automatic,First,Individual,FWD,3
20400.0,2014.0,78000.0,1968.0,4629.0,1898.0,1653.0,5.0,75.0,Diesel,Automatic,First,Individual,AWD,3
8280.0,2014.0,37000.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
3828.0,2018.0,89059.0,799.0,3679.0,1579.0,1478.0,5.0,28.0,Petrol,Manual,First,Individual,FWD,1
9480.0,2017.0,50000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,1
6600.0,2014.0,75000.0,1396.0,3940.0,1710.0,1505.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
5940.0,2018.0,45000.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
6540.0,2015.0,70000.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
10739.988,2021.0,25000.0,1197.0,3995.0,1775.0,1505.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,1
18300.0,2021.0,14000.0,1497.0,4315.0,1800.0,1645.0,5.0,50.0,Petrol,Manual,First,Individual,FWD,2
9180.0,2021.0,18105.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
19800.0,2021.0,12000.0,1493.0,4315.0,1800.0,1637.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,2
34800.0,2017.0,46000.0,2755.0,4795.0,1855.0,1835.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,2
2880.0,2010.0,72000.0,1399.0,3795.0,1680.0,1427.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
3936.0,2018.0,26807.0,1196.0,3675.0,1475.0,1800.0,5.0,40.0,Petrol,Manual,Second,Individual,RWD,1
4800.0,2016.0,50000.0,1199.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
12960.0,2019.0,68000.0,1396.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Manual,First,Individual,FWD,1
11820.0,2017.0,68000.0,2179.0,4456.0,1820.0,1995.0,8.0,60.0,Diesel,Manual,First,Individual,RWD,1
10692.0,2016.0,47000.0,1591.0,4270.0,1780.0,1630.0,5.0,60.0,Petrol,Manual,First,Individual,FWD,1
3000.0,2011.0,64000.0,1197.0,3585.0,1595.0,1550.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
6600.0,2007.0,92170.0,2609.0,4495.0,1817.0,1975.0,7.0,60.0,Diesel,Manual,Second,Individual,RWD,1
5700.0,2014.0,65000.0,1198.0,3990.0,1680.0,1505.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,1
45000.0,2019.0,42500.0,1995.0,4624.0,2031.0,1429.0,5.0,71.6,Diesel,Automatic,First,Individual,RWD,3
4380.0,2013.0,68000.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
15540.0,2018.0,30000.0,1591.0,4270.0,1780.0,1665.0,5.0,55.0,Petrol,Automatic,First,Individual,FWD,1
10200.0,2018.0,85000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,1
18600.0,2022.0,12000.0,2179.0,4456.0,1820.0,1995.0,7.0,60.0,Diesel,Manual,First,Individual,RWD,1
10500.0,2014.0,100000.0,2179.0,4456.0,1820.0,1995.0,8.0,60.0,Diesel,Manual,Second,Individual,RWD,1
24000.0,2016.0,6000.0,1984.0,4370.0,1783.0,1458.0,5.0,60.0,Diesel,Automatic,First,Individual,FWD,2
3432.0,2017.0,40564.0,796.0,3395.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
36000.0,2021.0,38000.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Automatic,First,Individual,RWD,2
4500.0,2013.0,97000.0,2179.0,4655.0,1965.0,1922.0,7.0,55.0,Diesel,Manual,First,Individual,RWD,1
5519.988,2015.0,55000.0,1248.0,3995.0,1695.0,1555.0,5.0,42.0,Diesel,Manual,Second,Individual,FWD,1
46800.0,2017.0,31059.0,2494.0,4915.0,1820.0,1450.0,5.0,65.0,Petrol,Automatic,First,Individual,RWD,5
5580.0,2015.0,89000.0,1498.0,3886.0,1695.0,1525.0,5.0,40.0,Diesel,Manual,Second,Individual,FWD,1
18360.0,2022.0,2000.0,1498.0,4549.0,1748.0,1489.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,1
34200.0,2022.0,16000.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Automatic,First,Individual,RWD,2
5880.0,2018.0,66000.0,1197.0,3995.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
8388.0,2019.0,53929.0,999.0,3971.0,1682.0,1469.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
21300.0,2014.0,75000.0,1968.0,4915.0,1874.0,1455.0,5.0,65.0,Diesel,Automatic,First,Individual,FWD,3
4680.0,2014.0,81000.0,1120.0,3995.0,1660.0,1520.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,1
38388.0,2021.0,6900.0,1798.0,4861.0,1864.0,1483.0,5.0,66.0,Petrol,Automatic,First,Individual,FWD,2
20340.0,2015.0,60000.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,Second,Individual,AWD,3
21120.0,2017.0,48000.0,1798.0,4456.0,1796.0,1416.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,3
5940.0,2015.0,52000.0,1199.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
17400.0,2014.0,71796.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,Third,Individual,AWD,3
6540.0,2017.0,22000.0,1197.0,3700.0,1690.0,1595.0,5.0,32.0,Petrol,Automatic,First,Individual,FWD,1
7800.0,2016.0,76584.0,1461.0,4331.0,1822.0,1671.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,1
18240.0,2021.0,14000.0,1997.0,3985.0,1820.0,1844.0,4.0,57.0,Petrol,Manual,First,Individual,AWD,1
5100.0,2016.0,52600.0,1198.0,3971.0,1682.0,1469.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
4560.0,2013.0,57000.0,1197.0,3585.0,1595.0,1550.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,1
8880.0,2013.0,83555.0,2179.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Manual,First,Individual,FWD,1
26700.0,2015.0,31000.0,1991.0,4686.0,1810.0,1442.0,5.0,66.0,Petrol,Automatic,First,Individual,RWD,3
14700.0,2022.0,16000.0,1462.0,4445.0,1775.0,1700.0,6.0,45.0,Petrol,Manual,First,Individual,FWD,1
10800.0,2019.0,17000.0,1199.0,3999.0,1734.0,1601.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
6720.0,2016.0,75210.0,1396.0,3985.0,1734.0,1505.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,1
41400.0,2016.0,29000.0,2179.0,4465.0,1900.0,1635.0,5.0,57.0,Diesel,Automatic,First,Individual,AWD,4
10500.0,2018.0,24000.0,2498.0,3920.0,1726.0,1930.0,6.0,60.0,Diesel,Manual,First,Individual,AWD,1
10188.0,2021.0,17283.0,1462.0,3995.0,1790.0,1640.0,5.0,48.0,Petrol,Manual,First,Individual,FWD,1
4080.0,2011.0,109000.0,1794.0,4540.0,1760.0,1480.0,5.0,55.0,Petrol,Manual,Second,Individual,FWD,2
2700.0,2012.0,26000.0,1086.0,3585.0,1595.0,1550.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
7020.0,2019.0,12000.0,1199.0,3746.0,1647.0,1535.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,1
35400.0,2018.0,17300.0,1968.0,4456.0,1796.0,1416.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,3
12000.0,2018.0,42000.0,1591.0,4270.0,1780.0,1630.0,5.0,60.0,Petrol,Automatic,First,Individual,FWD,1
6300.0,2014.0,43550.0,1198.0,3970.0,1682.0,1453.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
21000.0,2014.0,69000.0,1995.0,4899.0,2094.0,1464.0,5.0,65.0,Diesel,Automatic,Second,Individual,RWD,3
2759.9880000000003,2012.0,52000.0,998.0,3600.0,1495.0,1595.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
21900.0,2021.0,45000.0,1353.0,4300.0,1790.0,1635.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,1
6960.0,2018.0,28851.0,1248.0,3840.0,1735.0,1530.0,5.0,37.0,Diesel,Manual,First,Corporate,FWD,1
12960.0,2020.0,52000.0,1497.0,3995.0,1821.0,1627.0,5.0,42.0,Diesel,Manual,First,Individual,FWD,1
5400.0,2014.0,48409.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,Second,Individual,FWD,1
41400.0,2022.0,4600.0,1984.0,4318.0,1805.0,1548.0,5.0,55.0,Petrol,Automatic,First,Individual,AWD,3
17052.0,2017.0,75000.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Manual,Second,Individual,RWD,2
20148.0,2016.0,46000.0,1995.0,4633.0,1811.0,1429.0,5.0,57.0,Diesel,Automatic,Second,Individual,RWD,3
7260.0,2019.0,27469.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
18900.0,2021.0,8519.0,1997.0,3985.0,1820.0,1844.0,4.0,57.0,Petrol,Manual,First,Individual,AWD,1
14280.0,2018.0,59000.0,2179.0,4456.0,1820.0,1995.0,7.0,60.0,Diesel,Manual,First,Individual,RWD,1
8028.0,2016.0,70000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,1
4788.0,2013.0,54000.0,1498.0,3999.0,1765.0,1708.0,5.0,52.0,Diesel,Manual,Third,Individual,FWD,1
6300.0,2015.0,114635.0,1498.0,4440.0,1695.0,1495.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,1
6780.0,2017.0,45000.0,1199.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
9300.0,2014.0,125000.0,2179.0,4456.0,1820.0,1995.0,8.0,60.0,Diesel,Manual,First,Individual,RWD,1
29400.0,2014.0,48600.0,2967.0,5089.0,1983.0,1737.0,6.0,100.0,Diesel,Automatic,Second,Individual,AWD,3
7200.0,2017.0,86000.0,1248.0,4490.0,1730.0,1485.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,1
11388.0,2018.0,50500.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,1
4140.0,2007.0,92000.0,1995.0,4470.0,1810.0,1695.0,5.0,66.0,Petrol,Automatic,Third,Individual,AWD,1
23879.988,2018.0,55000.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Manual,First,Individual,RWD,2
12900.0,2019.0,28000.0,998.0,3995.0,1770.0,1605.0,5.0,45.0,Petrol,Automatic,First,Individual,FWD,1
2136.0,2007.0,85000.0,1086.0,3565.0,1525.0,1590.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,1
15540.0,2018.0,65100.0,1798.0,4620.0,1775.0,1475.0,5.0,55.0,Petrol,Automatic,First,Corporate,FWD,2
20292.0,2015.0,45000.0,1991.0,4417.0,1804.0,1494.0,5.0,50.0,Petrol,Automatic,Second,Individual,FWD,3
9300.0,2017.0,60500.0,1197.0,4390.0,1699.0,1467.0,5.0,55.0,Petrol,Automatic,First,Individual,FWD,1
19800.0,2014.0,55000.0,1968.0,4456.0,1796.0,1416.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,3
1920.0,2008.0,90000.0,2494.0,4555.0,1770.0,1755.0,8.0,55.0,Diesel,Manual,Fourth,Individual,FWD,2
18000.0,2021.0,31000.0,999.0,4221.0,1760.0,1612.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,1
4500.0,2011.0,120000.0,1248.0,3850.0,1695.0,1530.0,5.0,42.0,Diesel,Manual,First,Individual,FWD,1
3300.0,2012.0,30000.0,998.0,3515.0,1500.0,1510.0,5.0,32.0,Petrol,Manual,First,Individual,FWD,1
7500.0,2017.0,23798.0,1199.0,3999.0,1734.0,1601.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
5880.0,2015.0,98000.0,1461.0,4315.0,1822.0,1695.0,5.0,50.0,Diesel,Manual,Second,Individual,FWD,1
14388.0,2020.0,26497.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,Second,Individual,FWD,1
9000.0,2019.0,6200.0,1462.0,4490.0,1730.0,1485.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
5040.0,2018.0,50000.0,1218.6,3655.0,1620.0,1675.0,5.0,32.0,Petrol,Manual,UnRegistered Car,Individual,FWD,1
3180.0,2017.0,52100.0,796.0,3395.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
5100.0,2021.0,38848.0,998.0,3565.0,1520.0,1564.0,5.0,27.0,Petrol,Manual,First,Individual,FWD,1
7500.0,2016.0,51330.0,1248.0,4490.0,1730.0,1485.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,1
7092.0,2015.0,65000.0,1248.0,4490.0,1730.0,1485.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,1
18600.0,2019.0,17000.0,1353.0,4315.0,1800.0,1645.0,5.0,50.0,Petrol,Manual,First,Individual,FWD,2
38400.0,2017.0,10500.0,1998.0,3850.0,1727.0,1414.0,4.0,44.0,Petrol,Automatic,First,Individual,FWD,4
13164.0,2022.0,1700.0,1493.0,3995.0,1770.0,1605.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
10320.0,2016.0,57983.0,1591.0,4270.0,1780.0,1630.0,5.0,60.0,Petrol,Manual,First,Individual,FWD,1
6732.0,2017.0,68000.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
6900.0,2015.0,67000.0,1197.0,3985.0,1734.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
7740.0,2015.0,58200.0,1591.0,4370.0,1700.0,1475.0,5.0,43.0,Petrol,Automatic,First,Individual,FWD,1
4500.0,2015.0,87500.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
6300.0,2016.0,18800.0,1199.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
19800.0,2014.0,53089.0,1796.0,4868.0,1854.0,1470.0,5.0,80.0,Petrol,Automatic,Second,Individual,RWD,3
8100.0,2018.0,64000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,1
7140.0,2016.0,80000.0,1199.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,1
11400.0,2018.0,41000.0,2523.0,4456.0,1820.0,1930.0,8.0,60.0,Diesel,Manual,First,Individual,RWD,1
13980.0,2018.0,32000.0,2179.0,4456.0,1820.0,1995.0,7.0,60.0,Diesel,Manual,First,Individual,RWD,1
16200.0,2017.0,70000.0,1368.0,4395.0,1818.0,1640.0,5.0,60.0,Petrol,Automatic,First,Individual,FWD,2
7800.0,2019.0,44710.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
9720.0,2018.0,73000.0,1582.0,4440.0,1729.0,1475.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
16200.0,2012.0,72000.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,UnRegistered Car,Individual,AWD,3
3780.0,2013.0,72000.0,998.0,3539.0,1475.0,1700.0,5.0,35.0,Otro,Manual,First,Individual,FWD,1
21000.0,2021.0,26000.0,1493.0,4500.0,1790.0,1675.0,7.0,50.0,Diesel,Manual,First,Individual,FWD,1
7200.0,2017.0,48000.0,1498.0,4315.0,1822.0,1695.0,5.0,50.0,Petrol,Manual,First,Individual,FWD,1
4919.988,2021.0,13424.0,796.0,3445.0,1515.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
3180.0,2011.0,41000.0,998.0,3539.0,1475.0,1700.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,1
6300.0,2015.0,39234.0,2523.0,4107.0,1745.0,1880.0,7.0,60.0,Diesel,Manual,Second,Individual,RWD,1
22500.0,2011.0,72000.0,4663.0,5246.0,1899.0,1494.0,4.0,80.0,Petrol,Automatic,First,Individual,RWD,3
4908.0,2018.0,27069.0,1199.0,3746.0,1647.0,1535.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
8760.0,2017.0,80000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,1
9900.0,2010.0,114000.0,2982.0,4695.0,1840.0,1850.0,7.0,80.0,Diesel,Manual,Second,Individual,AWD,2
4680.0,2014.0,49580.0,998.0,3600.0,1600.0,1560.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
